Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Allergen information (product.metafields.shopify.allergen-information),Dietary preferences (product.metafields.shopify.dietary-preferences),Fat content (product.metafields.shopify.fat-content),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Food product form (product.metafields.shopify.food-product-form),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
,24M Organic Tulsi Ginger Tea Bags 1.32oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,9.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8904083510000-bb559.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8904083510000-bb559.jpg,,,,
,24 Mantra Green Tea 3.5 oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8904083512738-651da.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8904083512738-651da.jpg,,,,
,Lipton Yellow Label Tea - 200gm,,My Store,,Tea,Tea,TRUE,gm,200,,,,,,,,,0,shopify,100,deny,manual,$7.69,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-068400103745-b05dd.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-068400103745-b05dd.jpg,gm,,,
,Brook Bond Taj Mahal Tea - 200gm,,My Store,,Tea,Tea,TRUE,gm,200,,,,,,,,,0,shopify,100,deny,manual,6.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-068400612810-91c23.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-068400612810-91c23.jpg,gm,,,
,Brook Bond Red Label Black Tea Bags Round 216Bag,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,11.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-068400682080-401e8.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-068400682080-401e8.jpg,,,,
,Tea India Iced Tea 1LB,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,5.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643720013-4fc77.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643720013-4fc77.jpg,,,,
,Harris Assam Blend Tea Bags 681gm 216 Count,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,9.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643807189-5ad10.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643807189-5ad10.jpg,,,,
,Tea India CTC Leaf Tea (Mamri Tea) - 1LB,,My Store,,Tea,Tea,TRUE,LB,1,,,,,,,,,0,shopify,100,deny,manual,7.69,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-111147-26d4b.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-111147-26d4b.jpg,LB,,,
,Deccan FirstSip Ginger Tea Decoction 150ml,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906147050309-430b5.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906147050309-430b5.jpg,,,,
,Deccan FirstSip Plain Tea Decoction 150ml,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906147050323-8a425.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906147050323-8a425.jpg,,,,
,Deccan FirstSip Masala Tea Decoction 150ml,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906147050330-a1c48.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906147050330-a1c48.jpg,,,,
,Deccan FirstSip Sulaimani Tea 150ml,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906147050392-caa8f.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8906147050392-caa8f.jpg,,,,
,MDH T-PLUS Tea Masala 1.22 oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-6291103750358-aa1e5.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-6291103750358-aa1e5.jpg,,,,
,Brook Bond Red Label Black Tea 250gm,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-brook-bond-red-label-black-tea-250-d4788.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-brook-bond-red-label-black-tea-250-d4788.jpg,,,,
,Brook Bond Taj Mahal Tea 100gm,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-brook-bond-taj-mahal-tea-100-441b4.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-brook-bond-taj-mahal-tea-100-441b4.jpg,,,,
,C. Somabhai  Tea Sarangi Somabhai 2LB,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,10.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-c-somabhai-sarangi-2-lb-f447c.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-c-somabhai-sarangi-2-lb-f447c.jpg,,,,
,Wagh Bakri Premium Tea 400gm,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,7.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-premium-tea-bags-400-wagh-bakri-9d216.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-premium-tea-bags-400-wagh-bakri-9d216.jpg,,,,
,Quick Tea Masala Chai - 1.7oz,,My Store,,Tea,Tea,TRUE,oz,1.7,,,,,,,,,0,shopify,100,deny,manual,$1.69 /,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_0135ef55-dfde-7fba-0727-aeb6be9e2f9e-f51c6.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_0135ef55-dfde-7fba-0727-aeb6be9e2f9e-f51c6.jpg,oz,,,
,Tetley Tata Premium - 1KG/2.2LB,,My Store,,Tea,Tea,TRUE,KG,1,,,,,,,,,0,shopify,100,deny,manual,15.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_08aa22e4-0044-679f-8731-fec0b8ca9e1e-a2d29.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_08aa22e4-0044-679f-8731-fec0b8ca9e1e-a2d29.jpg,KG,,,
,Brook Bond Red Label Tea - 450gm,,My Store,,Tea,Tea,TRUE,gm,450,,,,,,,,,0,shopify,100,deny,manual,$6.59,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_19443a05-53e8-0ada-c56e-12985f9acc25-86ef1.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_19443a05-53e8-0ada-c56e-12985f9acc25-86ef1.jpg,gm,,,
,Tata tea quick chai ginger - 220gm,,My Store,,Tea,Tea,TRUE,gm,220,,,,,,,,,0,shopify,100,deny,manual,$3.99 /,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_1bfc71fa-f428-058d-cbb5-bae5e63af4ed-5c815.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_1bfc71fa-f428-058d-cbb5-bae5e63af4ed-5c815.jpg,gm,,,
,Brook Bond Taj Mahal Tea - 900gm,,My Store,,Tea,Tea,TRUE,gm,900,,,,,,,,,0,shopify,100,deny,manual,$12.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_1fcece90-120b-1986-94d5-b1730e01148f-5daf9.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_1fcece90-120b-1986-94d5-b1730e01148f-5daf9.jpg,gm,,,
,Girnar Royal Cup Masala Loose Tea - 250gm,,My Store,,Tea,Tea,TRUE,gm,250,,,,,,,,,0,shopify,100,deny,manual,$4.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_7cc866bc-ed78-e97f-f7f8-4223785941ab-5bf6f.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_7cc866bc-ed78-e97f-f7f8-4223785941ab-5bf6f.jpg,gm,,,
,Girnar Kesari No. 3 Premium Tea - 2LB,,My Store,,Tea,Tea,TRUE,LB,2,,,,,,,,,0,shopify,100,deny,manual,$9.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_965e59d5-26af-e957-faeb-b621b5abb04a-6318f.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_965e59d5-26af-e957-faeb-b621b5abb04a-6318f.jpg,LB,,,
,Girnar Instant Premix Lemongrass Chai - 10Sachets,,My Store,,Tea,Tea,TRUE,Sachets,10,,,,,,,,,0,shopify,100,deny,manual,$6.49 /,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-810638010223-3bc7b.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-810638010223-3bc7b.jpg,Sachets,,,
,Tea India Tea Round Bags - 216 Count,,My Store,,Tea,Tea,TRUE,Count,216,,,,,,,,,0,shopify,100,deny,manual,12.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-84643940053-fc8f9.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-84643940053-fc8f9.jpg,Count,,,
,Quik Tea Lemon Grass Chai 8.5 oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.29,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-855664004099-58800.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-855664004099-58800.jpg,,,,
,Quik Tea Lemongrass Ginger Instant Chai Tea Latte - 240gm,,My Store,,Tea,Tea,TRUE,gm,240,,,,,,,,,0,shopify,100,deny,manual,6.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-855664004150-cb93f.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-855664004150-cb93f.jpg,gm,,,
,HR Tea Time Khari Plain 400gm,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.39,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/855664004174.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/855664004174.jpg,,,,
,Quik Tea English Breakfast Tea 72 Tea Bags,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-855664004983-6c206.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-855664004983-6c206.jpg,,,,
,Girnar Instant Premix Cardamom Chai - 1KG,,My Store,,Tea,Tea,TRUE,KG,1,,,,,,,,,0,shopify,100,deny,manual,19.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_fdcff109-895e-39ff-94ad-eeeff8ab5ea6-77d41.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_fdcff109-895e-39ff-94ad-eeeff8ab5ea6-77d41.jpg,KG,,,
,Brook Bond Red Label Tea Bags Square 216 Bags,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,11.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-red-label-brook-bond-tea-bags-square-216-0c45b.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-red-label-brook-bond-tea-bags-square-216-0c45b.jpg,,,,
,Brook Bond 3 Roses Tea - 250gm,,My Store,,Tea,Tea,TRUE,gm,250,,,,,,,,,0,shopify,100,deny,manual,5.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-tea-naturalcare-3roses-brokebond-250-338df.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-tea-naturalcare-3roses-brokebond-250-338df.jpg,gm,,,
,Quick Tea Vegan Masala Chai  8.5 oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,8.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-tea-quick-vegan-masala-chai-85oz-eb5e4.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-tea-quick-vegan-masala-chai-85oz-eb5e4.jpg,,,,
,Quik Tea Cardamom Chai 17oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,9.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-tea-quik-cardamom-chai-17-oz-f724e.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-tea-quik-cardamom-chai-17-oz-f724e.jpg,,,,
,C. Somabhai Tea Sarangi Somabhai 1LB,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,5.69,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-tea-sarangi-c-somabhai-1-lb-603e5.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-tea-sarangi-c-somabhai-1-lb-603e5.jpg,,,,
,Brooke Bond Red Label Natural Care Tea 1KG,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,18.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8901030405723.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8901030405723.jpg,,,,
,Brook Bond Red Label Tea 2KG (4x500gm),,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,21.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901030444456-17c4a.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901030444456-17c4a.jpg,,,,
,Brooke Bond Taj Mahal Tea 1KG,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,12.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901030658778-be19f.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901030658778-be19f.jpg,,,,
,Girnar Chai Tea Bags(Ginger)-25TBG,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.69,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901037008927-46fb0.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901037008927-46fb0.jpg,,,,
,Girnar Detox Green Tea (Desi Kahwa) 36Tea Bags,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,12.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901037011255-5329f.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901037011255-5329f.jpg,,,,
,Girnar Instasnt Premix Kashmiri Kahwa - 5Sachets,,My Store,,Tea,Tea,TRUE,Sachets,5,,,,,,,,,0,shopify,100,deny,manual,3.59,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8901037017424.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8901037017424.jpg,Sachets,,,
,Girnar Royal Cup Premium Tea 1 LB,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,5.69,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901037221517-437d9.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901037221517-437d9.jpg,,,,
,Tata Tea Gold - 250gm,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,5.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901052000807-a925a.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901052000807-a925a.jpg,,,,
,Tata Agni Tea - 1KG,,My Store,,Tea,Tea,TRUE,KG,1,,,,,,,,,0,shopify,100,deny,manual,$11.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901052021192-77e97.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8901052021192-77e97.jpg,KG,,,
