Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Allergen information (product.metafields.shopify.allergen-information),Dietary preferences (product.metafields.shopify.dietary-preferences),Fat content (product.metafields.shopify.fat-content),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Food product form (product.metafields.shopify.food-product-form),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
,Surati Masala Chai - 240gm,,My Store,,Tea,Tea,TRUE,g,240,,,,,,,,,0,shopify,100,deny,manual,7.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-068656013447-40f97.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-068656013447-40f97.jpg,g,,,active
,Surati Premium Special Tea 2LB,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,12.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-068656013522-19906.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-068656013522-19906.jpg,,,,active
,Wagh Bakri Masala Tea Bag - 200gm,,My Store,,Tea,Tea,TRUE,g,200,,,,,,,,,0,shopify,100,deny,manual,6.59,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-070a1d09-c159-4127-b83c-36498e4fc1f5-5b3db.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-070a1d09-c159-4127-b83c-36498e4fc1f5-5b3db.jpg,g,,,active
,Tea India Chai Moments Milk Tea 10 Tea Bags 234gm,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.49,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643200300-ef978.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643200300-ef978.jpg,,,,active
,Tea India Ginger Tea-B 136gm/60 Count,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,5.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643932874-7dd76.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643932874-7dd76.jpg,,,,active
,Tea India Elaichi 136gm,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643932881-d6f19.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643932881-d6f19.jpg,,,,active
,Tea India Tea Bags Masala 72 Count,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.29,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643932980-3386d.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643932980-3386d.jpg,,,,active
,Tea India Orange Pekoe Black Tea Bags 144 Count,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643940039-cbd0d.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643940039-cbd0d.jpg,,,,active
,Tea India Ginger Chai Tea Bags (80 Count) 163gm,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,8.79,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643941043-ff1c3.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-084643941043-ff1c3.jpg,,,,active
,Tetley Green Tea W/Lemon,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,7.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-lemon-green-tea-tetley-4cf57.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-lemon-green-tea-tetley-4cf57.jpg,,,,active
,Quik Tea Masala Chai 17oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,9.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-masala-chai-quik-tea-17-e675c.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-masala-chai-quik-tea-17-e675c.jpg,,,,active
,Quik Tea Masala Tea Bags 5.08oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-masala-quik-tea-bags-508-oz-1192c.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-masala-quik-tea-bags-508-oz-1192c.jpg,,,,active
,Green Heart Lemon Grass Tea - 100gms,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.29,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8908004221051.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8908004221051.jpg,,,,active
,Quik Tea Organic Green Leaf,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-org-quik-tea-green-tea-leaf-c5b5b.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-org-quik-tea-green-tea-leaf-c5b5b.jpg,,,,active
,Surati Cardamom Chai - 240gm,,My Store,,Tea,Tea,TRUE,g,240,,,,,,,,,0,shopify,100,deny,manual,6.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-68656013454-6fafc.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-68656013454-6fafc.jpg,g,,,active
,Surati Assam Tea 450 gm (1LB),,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.49,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-68656013515-747da.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-68656013515-747da.jpg,,,,active
,Quik Tea Cardamom Chai Tea Bag 5.08oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,5.49,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-cardamom-chai-tea-quick-tea-508oz-0a977.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-cardamom-chai-tea-quick-tea-508oz-0a977.jpg,,,,active
,Wagh Bakri Cardamom Tea Bags 200gm,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.69,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-cardamom-tea-bags-wagh-bakri-200-6d448.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-cardamom-tea-bags-wagh-bakri-200-6d448.jpg,,,,active
,Quik Tea Plain Chai 17oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,8.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-chai-17-oz-quik-tea-98af9.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-chai-17-oz-quik-tea-98af9.jpg,,,,active
,Tea India Chai Moments Ginger 10 Count,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.49,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-chai-moments-ginger-tea-india-10-cb95d.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-chai-moments-ginger-tea-india-10-cb95d.jpg,,,,active
,Tea India Premium Tea Bag 80Count,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,8.79,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-premium-tea-bag-tea-india-80-count-bad7c.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-premium-tea-bag-tea-india-80-count-bad7c.jpg,,,,active
,Girnar Instant Premix Ginger Chai - 7.7oz,,My Store,,Tea,Tea,TRUE,oz,7.7,,,,,,,,,0,shopify,100,deny,manual,12.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_2ae4c678-ab20-5438-87e5-d87b7956bb76-4bf6c.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_2ae4c678-ab20-5438-87e5-d87b7956bb76-4bf6c.jpg,oz,,,active
,Tetley Tata Gold - 2.2LB,,My Store,,Tea,Tea,TRUE,lb,2.2,,,,,,,,,0,shopify,100,deny,manual,18.19,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_7ea81ac4-92f1-7be8-7da3-7c20f316f8f0-221bc.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_7ea81ac4-92f1-7be8-7da3-7c20f316f8f0-221bc.jpg,lb,,,active
,Girnar Instant Premix Masala Chai - 7.7oz,,My Store,,Tea,Tea,TRUE,oz,7.7,,,,,,,,,0,shopify,100,deny,manual,12.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_80c86670-4b8d-dbd8-9e15-b91de3cda799-7a165.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_80c86670-4b8d-dbd8-9e15-b91de3cda799-7a165.jpg,oz,,,active
,T-Sips Tea Bags 300gmX120 Bags,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-816619000108-ec578.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-816619000108-ec578.jpg,,,,active
,Tea India Chai Moments Turmeric/Ginger - 10pkt,,My Store,,Tea,Tea,TRUE,Count,,,,,,,,,,0,shopify,100,deny,manual,7.69,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-e85b3-2accb.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-e85b3-2accb.jpg,Count,,,active
,Tea India Chai Moments Cinamon - 10pkt,,My Store,,Tea,Tea,TRUE,Count,,,,,,,,,,0,shopify,100,deny,manual,7.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8463200348-17f26.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8463200348-17f26.jpg,Count,,,active
,Tea India Chai Moments Masala 10 Count,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.49,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-84643200102-dd7c0.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-84643200102-dd7c0.jpg,,,,active
,Tea India Masala Tea Bags 80 Count,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,8.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-84643941003-b3abb.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-84643941003-b3abb.jpg,,,,active
,Tea India Cardamom Chai 80 Tea Bags,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.29,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-84643941029-b1581.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-84643941029-b1581.jpg,,,,active
,Tea Ind Orange Pekoe Tea 223gm,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-84643941067-91c07.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-84643941067-91c07.jpg,,,,active
,Quik Tea Masala Chai 8.5 oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,5.29,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-855664004006-867c2.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-855664004006-867c2.jpg,,,,active
,Quik Tea Ginger Chai 17 oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,10.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-855664004082-d9e48.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-855664004082-d9e48.jpg,,,,active
,Quik Tea Ginger Chai 8.5 oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,5.29,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-855664004075-7c4fa.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-855664004075-7c4fa.jpg,,,,active
,Quik Tea Vegan Unsweetened Masala Chai 10 Pouches 160G,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,8.49,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-857895007269-1dec4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-857895007269-1dec4.jpg,,,,active
,Lipton Yellow Label Tea - 900gm,,My Store,,Tea,Tea,TRUE,g,900,,,,,,,,,0,shopify,100,deny,manual,15.39,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8720608614899-0ce8c.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-8720608614899-0ce8c.jpg,g,,,active
,Quik Tea Ginger Chai 8.5 oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,5.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-quik-tea-ginger-chai-85-oz-dc281.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-quik-tea-ginger-chai-85-oz-dc281.jpg,,,,active
,Quik Tea Organic Darjeeling,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,8.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-quik-tea-org-darjeeling-4398c.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-quik-tea-org-darjeeling-4398c.jpg,,,,active
,Wagh Bakri Reg Tea Bag 200gm,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.69,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-reg-tea-bag-wagh-bhakri-200-4a765.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-reg-tea-bag-wagh-bhakri-200-4a765.jpg,,,,active
,Brooke Bond Red Label Tea (Taste of Togetherness) 500gm,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,7.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-tea-black-loose-redlabel-500-0b2e4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-tea-black-loose-redlabel-500-0b2e4.jpg,,,,active
,Deep Tea of Assam (Mamri) 14oz,,My Store,,Tea,Tea,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.29,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-tea-india-assam-mamri-deep-14-d1ee2.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-tea-india-assam-mamri-deep-14-d1ee2.jpg,,,,active
