Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Allergen information (product.metafields.shopify.allergen-information),Dietary preferences (product.metafields.shopify.dietary-preferences),Fat content (product.metafields.shopify.fat-content),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Food product form (product.metafields.shopify.food-product-form),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
,American Eggplant / Each,,My Store,,vegetables,vegetables,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.79,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/eggplant.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/eggplant.jpg,,,,active
,Japanese Yam 1LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,2.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-TSPMB2MHY46MG-099a8.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-TSPMB2MHY46MG-099a8.jpg,lb,,,active
,Carrots 2LB Bag,,My Store,,vegetables,vegetables,TRUE,LB Bag,2,,,,,,,,,0,shopify,100,deny,manual,3.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/cucumber-persian.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/cucumber-persian.jpg,LB Bag,,,active
,Persian Cucumbers 1LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,2.79,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-brown-onion-obr-lb-84672.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-brown-onion-obr-lb-84672.jpg,lb,,,active
,Chinese Eggplants 1LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,2.79,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/eggplant-chinese.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/eggplant-chinese.jpg,lb,,,active
,Graffiti Eggplant 1LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,2.79,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-3250991300100-2d235.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-3250991300100-2d235.jpg,lb,,,active
,Yellow Lime each,,My Store,,vegetables,vegetables,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,0.79,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-4180d-e6ec9.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-4180d-e6ec9.jpg,,,,active
,Roasted Peanuts,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,2.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/banana-flower.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/banana-flower.jpg,lb,,,active
,Rapini / bunch,,My Store,,vegetables,vegetables,TRUE,Bunch,1,,,,,,,,,0,shopify,100,deny,manual,3.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-produce-fresh-banana-leaves-full-9d1da.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-produce-fresh-banana-leaves-full-9d1da.jpg,Bunch,,,active
,Bananas Flower -1lb,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,3.29,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-a22f4-2ea58.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-swagath-cst-upc-a22f4-2ea58.jpg,lb,,,active
,Fresh Banana Leaves (Full),,My Store,,vegetables,vegetables,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.29,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-eggplant-thai-3090-d7b84.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-eggplant-thai-3090-d7b84.jpg,,,,active
,Indian Okra (Bhindi) 1LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,4.39,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-turmeric-fresh-843b4.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-turmeric-fresh-843b4.jpg,lb,,,active
,Mint 1Bunch,,My Store,,vegetables,vegetables,TRUE,Bunch,1,,,,,,,,,0,shopify,100,deny,manual,1.09,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/okra-indian.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/okra-indian.jpg,Bunch,,,active
,Opo - Squash,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,4.29,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/fenugreek.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/fenugreek.jpg,lb,,,active
,Green Beans 1LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,2.79,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/mint.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/mint.jpg,lb,,,active
,Red Onions 2LB,,My Store,,vegetables,vegetables,TRUE,lb,2,,,,,,,,,0,shopify,100,deny,manual,3.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/ivy-gourd.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/ivy-gourd.jpg,lb,,,active
,Winter Melon (Ash Gourd/White Pumpkin) Slice,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,2.59,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/onion-red-2.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/onion-red-2.jpg,lb,,,active
,Banana Squash Pumpkin Slice,,My Store,,vegetables,vegetables,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.79,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/tomato-roma.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/tomato-roma.jpg,,,,active
,White Potatoes-2lb,,My Store,,vegetables,vegetables,TRUE,lb,2,,,,,,,,,0,shopify,100,deny,manual,3.29,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/squash-winter-sliced.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/squash-winter-sliced.jpg,lb,,,active
,Spinach 1Bunch,,My Store,,vegetables,vegetables,TRUE,Bunch,1,,,,,,,,,0,shopify,100,deny,manual,2.79,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/ridge-gourd.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/ridge-gourd.jpg,Bunch,,,active
,Turia (Singkwa)-1lb,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,4.39,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/green-beans.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/green-beans.jpg,lb,,,active
,Snake Guard,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,2.59,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/spinach-bunch.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/spinach-bunch.jpg,lb,,,active
,Ivy Gourd (Tindora) 1LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,6.39,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/pepper-bell-green.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/pepper-bell-green.jpg,lb,,,active
,Bell Pepper - Green /LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,2.49,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/ginger.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/ginger.jpg,lb,,,active
,Red Leaves lb,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,4.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/opo-squash.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/opo-squash.jpg,lb,,,active
,Tomato Round-1LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,1.99,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/squash-banana-sliced.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/squash-banana-sliced.jpg,lb,,,active
,Green Onions Bunch,,My Store,,vegetables,vegetables,TRUE,Bunch,1,,,,,,,,,0,shopify,100,deny,manual,2.49,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/potato-white.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/potato-white.jpg,Bunch,,,active
,Pearl Red Onions-1lb,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,4.79,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/gourd-snake.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/gourd-snake.jpg,lb,,,active
,Ginger 1LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,2.79,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/tomato.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/tomato.jpg,lb,,,active
,Taro Root Arbi Arvi 1LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,3.29,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/taro-root.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/taro-root.jpg,lb,,,active
,Flat Valor Beans/ LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,7.49,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/flat-beans-fresh.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/flat-beans-fresh.jpg,lb,,,active
,Pul Saag Leaves /LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,5.79,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/onion-red-pearl.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/onion-red-pearl.jpg,lb,,,active
,Red Bell Pepper,,My Store,,vegetables,vegetables,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.59,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/garlic-peeled-bag-8.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/garlic-peeled-bag-8.jpg,,,,active
,Red Potatoes 1LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,1.49,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/onion-green.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/onion-green.jpg,lb,,,active
,Parval 1LB,,My Store,,vegetables,vegetables,TRUE,lb,1,,,,,,,,,0,shopify,100,deny,manual,9.89,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/leaves-red.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/leaves-red.jpg,lb,,,active
,Garlic Pealed 8oz,,My Store,,vegetables,vegetables,TRUE,oz,8,,,,,,,,,0,shopify,100,deny,manual,1.09,,TRUE,TRUE,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/leaves-drumsticks.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/leaves-drumsticks.jpg,oz,,,active
