Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Allergen information (product.metafields.shopify.allergen-information),Dietary preferences (product.metafields.shopify.dietary-preferences),Fat content (product.metafields.shopify.fat-content),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Food product form (product.metafields.shopify.food-product-form),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
,Vadilal Chocolate Ice Cream - 1 Ltr,,My Store,,Ice Cream,Ice Cream,TRUE,Liter,1,,,,,,,,,0,shopify,100,deny,manual,$15.39,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8901777969175.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/8901777969175.jpg,Liter,,,
,Vadilal Kesar Pista Kulfi Ice Cream - 100ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,100,,,,,,,,,0,shopify,100,deny,manual,$2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_31bdedbc-b803-083c-f978-600a5ea449c0-7d965.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_31bdedbc-b803-083c-f978-600a5ea449c0-7d965.jpg,ml,,,
,Vadilal Frozen Falooda Kulfi Ice Cream - 1Liter,,My Store,,Ice Cream,Ice Cream,TRUE,Liter,1,,,,,,,,,0,shopify,100,deny,manual,$15.39,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-falooda-kulfi-ice-cream-1-liter-013f7.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-falooda-kulfi-ice-cream-1-liter-013f7.jpg,Liter,,,
,Vadilal Frozen Jackfruit Ice Cream 500ml,,My Store,,Ice Cream,Ice Cream,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,8.29,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-ice-cream-vadilal-jackfruit-500-49c1f.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-ice-cream-vadilal-jackfruit-500-49c1f.jpg,,,,
,Vadilal Almond Carnival - 1 Ltr,,My Store,,Ice Cream,Ice Cream,TRUE,Liter,1,,,,,,,,,0,shopify,100,deny,manual,$15.39,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-icecream-almond-carnival-vadilal-1-bace7.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-icecream-almond-carnival-vadilal-1-bace7.jpg,Liter,,,
,Vadilal Mango Dolly Ice Cream - 60 ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,60,,,,,,,,,0,shopify,100,deny,manual,$2.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_9267150a-05af-9ce2-c9f9-93461206e681-12141.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_9267150a-05af-9ce2-c9f9-93461206e681-12141.jpg,ml,,,
,Vadilal Matka Kulfi Rose Pista - 100ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,100,,,,,,,,,0,shopify,100,deny,manual,$4.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-matka-kulfi-rose-pista-100-5f282.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-matka-kulfi-rose-pista-100-5f282.jpg,ml,,,
,Vadilal Cyl Pista Kulfi Ice Cream - 80ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,80,,,,,,,,,0,shopify,100,deny,manual,$2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_a95e41f5-7ecd-a4e6-7404-429e6f250f44-e4116.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_a95e41f5-7ecd-a4e6-7404-429e6f250f44-e4116.jpg,ml,,,
,Vadilal Anjeer Kulfi Ice Cream - 1 ltr,,My Store,,Ice Cream,Ice Cream,TRUE,Liter,1,,,,,,,,,0,shopify,100,deny,manual,$15.39,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-vadilal-anjeer-kulfi-ice-cream-1-aff51.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-vadilal-anjeer-kulfi-ice-cream-1-aff51.jpg,Liter,,,
,Vadilal Conical Kesar Pista Kulfi Ice Cream - 80ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,80,,,,,,,,,0,shopify,100,deny,manual,$3.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-vadilal-conical-kesar-pista-kulfi-ice-cream-80-765aa.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-vadilal-conical-kesar-pista-kulfi-ice-cream-80-765aa.jpg,ml,,,
,Vadilal Cyl Malai Kulfi - 80ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,80,,,,,,,,,0,shopify,100,deny,manual,$2.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-vadilal-cylindrical-malai-kulfi-80-00dbe.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-vadilal-cylindrical-malai-kulfi-80-00dbe.jpg,ml,,,
,Vadilal Fantastic Ice Cream - 75 ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,75,,,,,,,,,0,shopify,100,deny,manual,$2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-vadilal-fantastic-ice-cream-75-e19e8.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-frozen-vadilal-fantastic-ice-cream-75-e19e8.jpg,ml,,,
,Vadilal Cyl Thandai Kulfi Ice Cream - 80ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,80,,,,,,,,,0,shopify,100,deny,manual,$2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_cdd45ce5-e42e-6be4-6066-636d9ffc8c9b-1ce3f.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_cdd45ce5-e42e-6be4-6066-636d9ffc8c9b-1ce3f.jpg,ml,,,
,Vadilal Anjeer Kulfi Ice Cream - 500ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,500,,,,,,,,,0,shopify,100,deny,manual,$8.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_cf882fbf-ce7e-144b-39b4-f98c3329cc70-1832d.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_cf882fbf-ce7e-144b-39b4-f98c3329cc70-1832d.jpg,ml,,,
,Vadilal Choco Shot Ice Cream - 40ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,40,,,,,,,,,0,shopify,100,deny,manual,$1.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_e03c78a5-5ce5-42d3-6057-83384c52d64c-23edf.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_e03c78a5-5ce5-42d3-6057-83384c52d64c-23edf.jpg,ml,,,
,Vadilal Strawberry Ice Cream - 100ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,100,,,,,,,,,0,shopify,100,deny,manual,$2.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_e7036e22-cfd0-5fc4-93ed-3b3063046f75-61cc9.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_e7036e22-cfd0-5fc4-93ed-3b3063046f75-61cc9.jpg,ml,,,
,Vadilal Frozen Kachcha Pakka Aam Dolly  60ml,,My Store,,Ice Cream,Ice Cream,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,2.29,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-vadilal-frozen-kachcha-pakka-aam-doly-60-ml-f780d.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-vadilal-frozen-kachcha-pakka-aam-doly-60-ml-f780d.jpg,,,,
,Vadilal Quick Treat Tender Coconut Ice Cream - 500ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,500,,,,,,,,,0,shopify,100,deny,manual,$8.29,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-coconut-tender-vadilal-500.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-coconut-tender-vadilal-500.jpg,ml,,,
,Vadilal Fruits &Nuts Ice Cream - 500ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,500,,,,,,,,,0,shopify,100,deny,manual,$8.29,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-fruit-nuts-vadilal-500.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-fruit-nuts-vadilal-500.jpg,ml,,,
,Vadilal Tuti Fruti Ice Cream - 500ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,500,,,,,,,,,0,shopify,100,deny,manual,$8.29,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-tuti-fruti-vadilal-500.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-tuti-fruti-vadilal-500.jpg,ml,,,
,Vadilal Frozen Chocolate Cassatta Ice Cream Block 1.5 Liters,,My Store,,Ice Cream,Ice Cream,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,42.99,,,,,https://www.swagathstores.com/images/ui-v2/nophoto-v2.svg,,,,,,,,,,,,,,,,,,,,,,,https://www.swagathstores.com/images/ui-v2/nophoto-v2.svg,,,,
,Vadilal Badam Carnival - 500ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,500,,,,,,,,,0,shopify,100,deny,manual,$9.19,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-badam-carnival-vadilal-500.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-badam-carnival-vadilal-500.jpg,ml,,,
,Vadilal Butter Scotch Ice Cream - 1 Ltr,,My Store,,Ice Cream,Ice Cream,TRUE,Liter,1,,,,,,,,,0,shopify,100,deny,manual,$15.39,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-butterscotch-vadilal-1.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-butterscotch-vadilal-1.jpg,Liter,,,
,Vadilal Quick Treat Butterscotch Ice Cream - 500ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,500,,,,,,,,,0,shopify,100,deny,manual,$7.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-butterscotch-vadilal-500.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-butterscotch-vadilal-500.jpg,ml,,,
,Vadilal Chocobar Ice Cream - 75ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,70,,,,,,,,,0,shopify,100,deny,manual,$2.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-chocobar-vadilal-70.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-chocobar-vadilal-70.jpg,ml,,,
,Vadilal Quick Treat Classic Malai Kulfi Ice Cream - 1Liter,,My Store,,Ice Cream,Ice Cream,TRUE,Liter,1,,,,,,,,,0,shopify,100,deny,manual,$15.39,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-classic-malai-kulfi-vadilal-1.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-classic-malai-kulfi-vadilal-1.jpg,Liter,,,
,Vadilal Classic Malai Kulfi Ice Cream - 100ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,100,,,,,,,,,0,shopify,100,deny,manual,$2.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-classic-malai-kulfi-vadilal-100.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-classic-malai-kulfi-vadilal-100.jpg,ml,,,
,Vadilal Classic Malai Kulfi Ice Cream - 500ml,,My Store,,Ice Cream,Ice Cream,TRUE,ml,500,,,,,,,,,0,shopify,100,deny,manual,$7.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-classic-malai-kulfi-vadilal-500.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-classic-malai-kulfi-vadilal-500.jpg,ml,,,
,Vadilal Tender Coconut Ice Cream- 1 ltr,,My Store,,Ice Cream,Ice Cream,TRUE,Liter,1,,,,,,,,,0,shopify,100,deny,manual,$15.39,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-coconut-tender-vadilal-1.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/frozen-icecream-coconut-tender-vadilal-1.jpg,Liter,,,
,Deep Fro Coconut Chutney - 9oz,,My Store,,Chutney,Chutney,TRUE,oz,9,,,,,,,,,0,shopify,100,deny,manual,$3.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_54f90773-9f7e-5132-7326-d8181952d026-6d207.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-product_54f90773-9f7e-5132-7326-d8181952d026-6d207.jpg,oz,,,
,Deep Red Chilli Chutney - 7.7oz,,My Store,,Chutney,Chutney,TRUE,oz,7.7,,,,,,,,,0,shopify,100,deny,manual,$3.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-011433162241-5fa8f.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-011433162241-5fa8f.jpg,oz,,,
,Deep Frozen Pani Puri Concentrate 200gm,,My Store,,Chutney,Chutney,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,3.29,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-011433162258-9aef4.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-011433162258-9aef4.jpg,,,,
,Shrinath Mint Chutney - 283gm,,My Store,,Chutney,Chutney,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.29,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-7213618088756-4c9de.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-7213618088756-4c9de.jpg,,,,
,Deep Fro Falafal Chutney - 10oz,,My Store,,Chutney,Chutney,TRUE,oz,10,,,,,,,,,0,shopify,100,deny,manual,$4.29,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-deep-frozen-falagel-chutney-10-d64d0.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-deep-frozen-falagel-chutney-10-d64d0.jpg,oz,,,
,Deep Frozen Spicy Pesto - 10oz,,My Store,,Chutney,Chutney,TRUE,oz,10,,,,,,,,,0,shopify,100,deny,manual,$7.49,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-deep-frozen-spicy-pesto-10-98981.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-deep-frozen-spicy-pesto-10-98981.jpg,oz,,,
,Deep Fro Coriander Chutney - 10oz,,My Store,,Chutney,Chutney,TRUE,oz,10,,,,,,,,,0,shopify,100,deny,manual,$3.89,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-indian-frozen-chutney-coriander-deep-0bc26.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-indian-frozen-chutney-coriander-deep-0bc26.jpg,oz,,,
,Deep Fro Mint Chutney - 10oz,,My Store,,Chutney,Chutney,TRUE,oz,10,,,,,,,,,0,shopify,100,deny,manual,$3.89,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-indian-frozen-chutney-mint-deep-04d73.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-indian-frozen-chutney-mint-deep-04d73.jpg,oz,,,
,Deep Fro PaniPuri Pani Con - 10oz,,My Store,,Chutney,Chutney,TRUE,oz,10,,,,,,,,,0,shopify,100,deny,manual,$3.89,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-indian-frozen-chutney-panipuri-deep-6f943.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-indian-frozen-chutney-panipuri-deep-6f943.jpg,oz,,,
,Deep Fro Madras Tomato Chutney - 9oz,,My Store,,Chutney,Chutney,TRUE,oz,9,,,,,,,,,0,shopify,100,deny,manual,$3.99,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-indian-frozen-chutney-tomato-deep-8cb85.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-indian-frozen-chutney-tomato-deep-8cb85.jpg,oz,,,
,Nirav Coriender Chutney With Garlic - 220ml,,My Store,,Chutney,Chutney,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,6.49,,,,,https://www.swagathstores.com/images/ui-v2/nophoto-v2.svg,,,,,,,,,,,,,,,,,,,,,,,https://www.swagathstores.com/images/ui-v2/nophoto-v2.svg,,,,
,MR Frozen Khatta Methi Chutney 250gm,,My Store,,Chutney,Chutney,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,5.99,,,,,https://www.swagathstores.com/images/ui-v2/nophoto-v2.svg,,,,,,,,,,,,,,,,,,,,,,,https://www.swagathstores.com/images/ui-v2/nophoto-v2.svg,,,,
,Shrinath Bombay Sandwich Chutney - 283gm,,My Store,,Chutney,Chutney,TRUE,,,,,,,,,,,0,shopify,100,deny,manual,4.79,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-7213618009362-a30bc.jpg,,,,,,,,,,,,,,,,,,,,,,,https://s3.us-west-2.amazonaws.com/www.gethomesome.com/productimages_tn/swagathgroceryrestaurant-7213618009362-a30bc.jpg,,,,
